Age,Ba138Ca,BaCa,BCa,Cd,CdCa,Ce,CeCa,La,LaCa,MgCa,Mn,MnCa,P,PbCa,PCa,SrCa,UCa,Y,YCa,Dist
1958.802747,0.004575111,0.004613748,0.568182894,0.014752546,1.31E-05,28.89995326,2.06E-05,37.60151338,2.71E-05,3.047813674,0.228407132,0.000416104,10.72830048,0.000175125,0.03466562,9.226104315,0.001352779,150.878824,0.000169849,447.5078325
1958.836263,0.004900713,0.004645461,0.592587101,0.022803808,2.03E-05,29.66690935,2.12E-05,35.41687242,2.55E-05,2.892712327,0.281573143,0.00051296,11.86583334,0.000284639,0.038341252,9.267673542,0.00141015,162.475102,0.000182903,447.2605207
1958.86978,0.004765772,0.004670093,0.526817799,0.014776775,1.32E-05,44.2482795,3.16E-05,62.03734702,4.47E-05,2.479571735,0.329535352,0.000600336,14.38400589,0.000612892,0.046478049,9.246913801,0.001542565,252.930228,0.000284731,447.0132089
1958.903296,0.004442061,0.004465099,0.514094487,0.018056744,1.61E-05,46.11758076,3.29E-05,48.52513134,3.50E-05,2.26270479,0.269897143,0.000491689,13.1859296,0.000636174,0.042606788,9.296411978,0.001602926,242.460816,0.000272945,446.7658971
1958.936813,0.004406327,0.004483605,0.511751478,0.019874392,1.77E-05,43.08216626,3.08E-05,49.17881901,3.54E-05,2.736047072,0.284678687,0.000518618,10.55822234,0.000338569,0.034116058,9.123634606,0.001386798,186.998977,0.00021051,446.5185852
1958.97033,0.004341389,0.004310461,0.457459843,0.019199361,1.71E-05,53.5460345,3.82E-05,63.05544193,4.54E-05,2.332029767,0.264551131,0.00048195,14.19566598,0.000255348,0.04586948,9.037578275,0.001403616,257.832821,0.00029025,446.2712734
1959.003846,0.004437839,0.004531041,0.493657929,0.021498865,1.91E-05,49.33134087,3.52E-05,54.89898363,3.96E-05,2.379995083,0.253699834,0.000462182,13.98498624,0.000198447,0.045188725,9.340654004,0.001631532,211.638831,0.000238248,446.0239616
1959.037363,0.004144102,0.004072777,0.445081358,0.01932253,1.72E-05,62.44559876,4.46E-05,62.37372878,4.49E-05,2.422458063,0.23898672,0.000435378,13.73582721,0.000195648,0.044383634,9.242072308,0.001530493,259.111061,0.000291689,445.7766498
1959.070879,0.004275975,0.00417704,0.395219776,0.008547068,7.61E-06,71.9718856,5.14E-05,79.45615459,5.72E-05,2.027999448,0.239325971,0.000435996,20.5443844,0.000229356,0.066383657,9.45662299,0.001671883,356.439229,0.000401254,445.5293379
1959.104396,0.003855038,0.003671742,0.38381516,0.014002929,1.25E-05,80.99254234,5.79E-05,86.17979588,6.21E-05,1.976545381,0.278540667,0.000507436,17.44292913,0.00031142,0.056362138,9.080235215,0.001459979,353.540112,0.000397991,445.2820261
1959.145833,0.004184764,0.003994417,0.395936234,0.025843688,2.30E-05,78.46657589,5.60E-05,86.86090364,6.26E-05,1.881558621,0.240798983,0.000438679,23.26526754,0.000265545,0.07517546,9.3159376,0.001629695,365.599763,0.000411567,445.0347143
1959.187271,0.004396288,0.004136663,0.460469259,0.023857424,2.12E-05,71.81443084,5.13E-05,79.30763977,5.71E-05,2.481099359,0.219812619,0.000400447,21.00727748,0.000229192,0.067879372,9.295773687,0.00157052,347.710531,0.000391428,444.7874024
1959.228709,0.004354315,0.004268241,0.459949749,0.017178692,1.53E-05,61.3084636,4.38E-05,71.50396538,5.15E-05,2.699269364,0.235628752,0.00042926,16.84559518,0.00022556,0.054432014,9.204381038,0.001444743,292.459671,0.000329231,444.5400906
1959.270146,0.004426888,0.004399754,0.434871796,0.009554351,8.51E-06,88.34295992,6.31E-05,99.70873142,7.18E-05,2.393741334,0.201334645,0.000366785,21.45181523,0.000178338,0.069315776,9.377576153,0.001708442,381.339472,0.000429285,444.2927788
1959.311584,0.004670583,0.004750629,0.494255184,0.014375123,1.28E-05,52.12050781,3.72E-05,55.33354617,3.99E-05,4.058694644,0.270744815,0.000493234,8.668701532,0.000184627,0.028010579,8.865934822,0.001116705,148.434072,0.000167097,444.045467
1959.353022,0.004884232,0.004857117,0.503570884,0.020513243,1.83E-05,28.41198409,2.03E-05,28.21539104,2.03E-05,4.012086144,0.274104711,0.000499355,8.428263815,0.000184584,0.027233669,8.53078378,0.000991355,88.839803,0.00010001,443.7981551
1959.394459,0.004922662,0.004904703,0.490053076,0.020185228,1.80E-05,24.36075239,1.74E-05,28.19577532,2.03E-05,3.676720296,0.259381874,0.000472533,5.623261171,0.000162181,0.018170057,8.531541946,0.001072355,107.201497,0.00012068,443.5508433
1959.435897,0.004585496,0.004606846,0.497978747,0.029786118,2.65E-05,41.16109618,2.94E-05,49.98369808,3.60E-05,3.292732293,0.234288731,0.000426819,8.583881657,0.000154848,0.027736507,8.930377884,0.001221331,182.620355,0.000205581,443.3035315
1959.477335,0.004628682,0.00453154,0.464185619,0.019352196,1.72E-05,69.94056177,5.00E-05,78.81238978,5.68E-05,2.518740896,0.185360892,0.000337684,13.35832544,0.000168932,0.043163839,9.222609852,0.001547151,301.590466,0.000339509,443.0562196
1959.518772,0.004464235,0.004402253,0.495586329,0.011674852,1.04E-05,65.42111175,4.67E-05,78.77766474,5.68E-05,2.914239399,0.222629645,0.000405579,13.72031298,0.000169539,0.044333504,9.266815243,0.001463239,295.564049,0.000332725,442.8089078
1959.56021,0.00467543,0.004689458,0.530936112,0.011429008,1.02E-05,54.26258614,3.88E-05,62.38041693,4.49E-05,3.0159822,0.198096063,0.000360885,12.67280075,0.000166478,0.04094875,9.268168203,0.001428226,231.101638,0.000260158,442.561596
1959.601648,0.004443138,0.00481943,0.492215228,0.017719021,1.58E-05,64.08659321,4.58E-05,76.30409134,5.50E-05,2.353138435,0.196330129,0.000357667,16.04116432,0.00017822,0.051832711,9.505142295,0.001714054,291.433852,0.000328076,442.3142842
1959.614216,0.005055803,0.004899069,0.51132937,0.018612385,1.66E-05,62.36174986,4.45E-05,71.74587365,5.17E-05,2.558090853,0.216487473,0.000394389,17.79592916,0.000251397,0.057502762,9.275570139,0.001546645,274.26254,0.000308746,442.0669723
1959.626785,0.004923277,0.004695537,0.503979206,0.020245555,1.80E-05,77.55318273,5.54E-05,88.44755163,6.37E-05,2.214832643,0.184539971,0.000336189,17.09576884,0.00023724,0.055240383,9.258279731,0.001630379,299.196026,0.000336814,441.8196605
1959.639354,0.004825718,0.005036348,0.524281753,0.027258094,2.43E-05,67.39245866,4.81E-05,82.17552464,5.92E-05,2.235188209,0.219540094,0.000399951,15.24196651,0.000322501,0.049250319,9.250640341,0.001654724,257.151802,0.000289484,441.5723487
1959.651923,0.005091619,0.004885072,0.576099675,0.010329284,9.20E-06,34.30201416,2.45E-05,41.06380063,2.96E-05,2.778869903,0.164733778,0.000300106,10.33936548,0.00017048,0.033408881,9.072660528,0.001405855,144.903396,0.000163122,441.3250368
1959.664491,0.004921222,0.004672808,0.51346047,0.009306341,8.29E-06,44.07726101,3.15E-05,56.40788199,4.06E-05,2.48250586,0.170142996,0.000309961,15.6148206,0.00013388,0.050455096,9.281311535,0.001479569,208.289331,0.000234478,441.077725
1959.67706,0.004080696,0.004060896,0.421651537,0.01917688,1.71E-05,86.27071198,6.16E-05,101.6434078,7.32E-05,1.684600059,0.187185442,0.000341008,28.24809547,0.000207969,0.091276129,9.613424921,0.001717557,361.315761,0.000406744,440.8304132
1959.689629,0.003792381,0.003794442,0.395839135,0.026714202,2.38E-05,74.19137641,5.30E-05,93.53197366,6.74E-05,1.511932037,0.178321434,0.00032486,26.39950089,0.000182842,0.085302892,9.318288153,0.001587794,371.032911,0.000417683,440.5831014
1959.702197,0.003421049,0.003776252,0.388389309,0.026373434,2.35E-05,80.79761886,5.77E-05,97.43540997,7.02E-05,1.522556173,0.152289754,0.000277436,30.2730484,0.00016839,0.09781922,9.325219785,0.001655208,400.449116,0.000450798,440.3357895
1959.714766,0.004053214,0.004015559,0.420826156,0.019539331,1.74E-05,52.84579908,3.77E-05,68.36679599,4.93E-05,1.85261779,0.225831657,0.000411412,22.38423329,0.000192121,0.072328634,9.156586794,0.001452089,259.061571,0.000291633,440.0884777
1959.727335,0.003963433,0.00389785,0.430018653,0.026406924,2.35E-05,58.37492074,4.17E-05,75.81906069,5.46E-05,1.873523205,0.236285328,0.000430456,23.55587933,0.000194549,0.076114493,9.350640328,0.001620239,275.226068,0.00030983,439.8411659
1959.739903,0.003901826,0.003939048,0.426615996,0.020627915,1.84E-05,69.95067006,5.00E-05,85.64195121,6.17E-05,1.871591338,0.207236803,0.000377537,25.70365874,0.000186592,0.083054465,9.392487467,0.001689583,340.424929,0.000383227,439.5938541
1959.752472,0.004260354,0.004446949,0.481587105,0.023274499,2.07E-05,58.48229257,4.18E-05,71.78079288,5.17E-05,2.474059214,0.26729091,0.000486941,19.10263749,0.000192759,0.061725039,9.139002053,0.001459416,252.29685,0.000284018,439.3465422
1959.765041,0.004218769,0.004021006,0.476574447,0.018176558,1.62E-05,53.19545713,3.80E-05,71.432171,5.15E-05,2.526002825,0.233806622,0.000425941,16.72833079,0.000123923,0.054053105,9.120979847,0.001433136,248.506186,0.000279751,439.0992304
1959.77761,0.003984024,0.003990892,0.473033993,0.014980011,1.33E-05,71.89395111,5.14E-05,87.12640117,6.28E-05,2.276200728,0.253565989,0.000461938,16.95342813,0.000135142,0.054780447,9.333796971,0.001508533,293.685617,0.000330611,438.8519186
1959.790178,0.004192693,0.003997014,0.476090891,0.016688193,1.49E-05,71.59222031,5.11E-05,81.47503338,5.87E-05,2.493209547,0.298582762,0.000543948,11.42175508,0.000234583,0.036906332,9.248485292,0.001521489,263.284587,0.000296387,438.6046067
1959.802747,0.004101705,0.004115338,0.467439182,0.018290011,1.63E-05,59.65615019,4.26E-05,63.13746474,4.55E-05,2.579282895,0.236349708,0.000430574,11.65257145,0.000417565,0.037652153,9.085664482,0.001498571,253.260236,0.000285103,438.3572949
1959.815316,0.004099158,0.004223433,0.469871292,0.023696519,2.11E-05,42.52827107,3.04E-05,47.52655715,3.42E-05,2.643049842,0.28478872,0.000518818,11.75270137,0.000190223,0.037975696,9.014068543,0.00140988,174.054015,0.000195938,438.1099831
1959.827884,0.004117002,0.004174488,0.450380782,0.019786456,1.76E-05,57.39732949,4.10E-05,64.70523691,4.66E-05,2.461824166,0.233474947,0.000425337,12.82360989,0.000167153,0.041436049,9.164201827,0.001532665,209.069104,0.000235355,437.8626713
1959.840453,0.004201222,0.004232835,0.481021958,0.021805005,1.94E-05,45.34277281,3.24E-05,54.02353854,3.89E-05,2.43839764,0.22817644,0.000415684,8.953797438,0.000169588,0.02893179,9.194833126,0.001516753,204.9742,0.000230746,437.6153594
1959.853022,0.00433699,0.004462263,0.49492578,0.01558271,1.39E-05,29.27105713,2.09E-05,36.34986796,2.62E-05,2.949004593,0.246020863,0.000448192,8.186975779,0.000149195,0.026454012,9.008001622,0.001312217,140.539429,0.000158209,437.3680476
1959.86559,0.004421698,0.00438382,0.462111819,0.020909005,1.86E-05,34.55484013,2.47E-05,42.85252353,3.09E-05,2.712911592,0.226942566,0.000413436,11.00062287,0.000152635,0.035545556,8.996869214,0.001362353,160.04445,0.000180167,437.1207358
1959.878159,0.004098984,0.004180186,0.476136009,0.009873099,8.79E-06,41.35870546,2.95E-05,55.13776438,3.97E-05,2.365315376,0.18192063,0.000331417,9.946755297,0.00010876,0.032140267,9.153870726,0.001574763,229.329226,0.000258163,436.8734239
1959.890728,0.004734478,0.004337675,0.495589227,0.023108185,2.06E-05,44.8975303,3.21E-05,56.64341853,4.08E-05,2.329975,0.178241785,0.000324715,10.40185473,0.00015399,0.033610798,9.447760513,0.001647105,229.677539,0.000258555,436.6261121
1959.903296,0.004272925,0.004477096,0.496960864,0.0093095,8.29E-06,38.65322246,2.76E-05,45.30975669,3.26E-05,2.591771907,0.200762152,0.000365742,9.698811304,0.000121676,0.031339102,9.280990769,0.001557426,198.722354,0.000223708,436.3788003
1959.915865,0.003927565,0.00402114,0.47236734,0.016173243,1.44E-05,42.38683906,3.03E-05,52.07045293,3.75E-05,2.11760004,0.184678577,0.000336441,8.828324695,0.000100025,0.028526359,9.010763927,0.001516216,220.698345,0.000248447,436.1314885
1959.928434,0.00382731,0.003901331,0.441774294,0.013068863,1.16E-05,48.09033598,3.44E-05,56.68979207,4.08E-05,2.069074854,0.189610146,0.000345425,11.77549821,0.000125223,0.038049358,9.017928636,0.001496232,221.761785,0.000249644,435.8841766
1959.941003,0.004278473,0.004369719,0.535789839,0.017648684,1.57E-05,33.90761871,2.42E-05,42.05863111,3.03E-05,2.860905384,0.19586457,0.000356819,6.768262166,0.000148154,0.02186982,9.017055354,0.001390854,152.43189,0.000171597,435.6368648
1959.953571,0.004244274,0.004513699,0.526816011,0.02280439,2.03E-05,29.48110158,2.11E-05,38.25244608,2.76E-05,2.713569955,0.204526245,0.000372599,6.693203443,0.000149014,0.021627288,9.180044297,0.001418471,142.345407,0.000160243,435.389553
1959.96614,0.004334141,0.004421207,0.54794016,0.017918204,1.60E-05,25.92953949,1.85E-05,32.02881766,2.31E-05,3.147753111,0.207819223,0.000378598,5.45085254,0.000110629,0.017612965,9.098222861,0.001323267,123.122625,0.000138603,435.1422411
1959.978709,0.004165422,0.004516052,0.573328171,0.019061273,1.70E-05,27.79222013,1.99E-05,30.25833379,2.18E-05,3.128722052,0.191501094,0.00034887,6.237308507,0.000145732,0.020154186,8.968297972,0.00133327,119.480991,0.000134503,434.8949293
1959.991277,0.004395555,0.004288248,0.565396251,0.015931326,1.42E-05,27.453408,1.96E-05,31.86730661,2.30E-05,2.587324517,0.123238971,0.000224513,6.563212385,0.000121252,0.021207257,9.231316034,0.00141845,134.896485,0.000151857,434.6476175
1960.003846,0.004307311,0.004326166,0.583092184,0.017351493,1.54E-05,33.21858696,2.37E-05,42.73976326,3.08E-05,2.356201306,0.163386074,0.000297651,9.378216894,0.000102928,0.030303188,9.204082814,0.001428429,166.309598,0.00018722,434.4003057
1960.016415,0.004044445,0.004200082,0.514592605,0.02355438,2.10E-05,43.34569595,3.10E-05,60.74698379,4.38E-05,2.023589224,0.189364811,0.000344978,14.77494842,0.000146034,0.047741275,9.465561166,0.00171149,251.852732,0.000283518,434.1529938
1960.028983,0.00397117,0.003971973,0.497228242,0.026243328,2.34E-05,52.03160098,3.72E-05,71.94314617,5.18E-05,1.906761828,0.140405312,0.000255786,15.29652844,0.00011441,0.049426621,9.263344483,0.001723279,307.187227,0.00034581,433.905682
1960.041552,0.003797733,0.004024011,0.487114119,0.02102808,1.87E-05,46.68071302,3.33E-05,67.82433456,4.89E-05,1.818849422,0.170977523,0.000311481,15.46167211,0.000155846,0.049960238,9.274608856,0.001624825,309.000874,0.000347852,433.6583702
1960.054121,0.004531245,0.004335904,0.560969144,0.016771863,1.49E-05,24.84304105,1.77E-05,38.62005994,2.78E-05,2.436637252,0.226179095,0.000412045,9.509969722,0.000182928,0.030728911,9.139161162,0.001458277,171.584086,0.000193157,433.4110584
1960.06669,0.004186098,0.004344666,0.567978722,0.035523685,3.16E-05,17.92720153,1.28E-05,26.90610723,1.94E-05,2.713462134,0.230772475,0.000420413,7.304116933,0.000150454,0.023601291,9.00048186,0.001340107,124.415232,0.000140058,433.1637465
1960.079258,0.004376046,0.004241395,0.531336425,0.014567859,1.30E-05,25.06535006,1.79E-05,35.6137628,2.57E-05,2.736508621,0.236552659,0.000430943,9.346881079,0.000137447,0.030201934,9.05967904,0.001384713,174.236529,0.000196143,432.9164347
1960.091827,0.004107425,0.00402512,0.536062249,0.02016457,1.80E-05,28.52616935,2.04E-05,37.99852305,2.74E-05,2.585276919,0.24736667,0.000450644,6.687858997,0.000123225,0.021610019,9.057246031,0.001390096,183.057666,0.000206074,432.6691229
1960.104396,0.004008051,0.004152362,0.541795338,0.025399033,2.26E-05,23.59065014,1.69E-05,33.71287508,2.43E-05,2.75201102,0.232871339,0.000424237,6.955451141,0.000111477,0.022474671,9.028395653,0.001340038,154.707987,0.000174159,432.421811
1960.129258,0.003971968,0.004135639,0.506617249,0.016308087,1.45E-05,30.7177993,2.19E-05,40.25944221,2.90E-05,2.759520386,0.226757686,0.000413099,7.280406439,8.79E-05,0.023524677,9.209445158,0.001376459,202.391927,0.000227839,432.1744992
1960.154121,0.003983916,0.003957099,0.482036902,0.02528208,2.25E-05,29.42933954,2.10E-05,42.2494993,3.04E-05,2.558051647,0.222864483,0.000406007,7.869331022,0.000101474,0.025427628,8.96143788,0.001357138,178.952559,0.000201452,431.9271874
1960.178983,0.004050617,0.004021975,0.483137893,0.01816904,1.62E-05,36.73077139,2.62E-05,46.43763894,3.35E-05,2.623341271,0.241105024,0.000439237,8.500883542,0.000110123,0.027468321,9.031531472,0.001344944,198.591662,0.000223561,431.6798756
1960.203846,0.003740571,0.003823467,0.463907366,0.009218171,8.21E-06,33.6469844,2.40E-05,39.99145011,2.88E-05,2.406695777,0.174189492,0.000317332,9.47088482,0.000100551,0.030602619,8.744231193,0.001278755,169.313437,0.000190601,431.4325637
1960.228709,0.003889213,0.003930068,0.464544722,0.020918762,1.86E-05,35.35918497,2.53E-05,45.17713499,3.26E-05,2.255918597,0.208508247,0.000379853,12.13673491,8.06E-05,0.039216597,9.136775186,0.001432474,191.860485,0.000215983,431.1852519
1960.253571,0.003461257,0.003664992,0.463368932,0.01800656,1.60E-05,46.65643086,3.33E-05,61.73712821,4.45E-05,2.084561268,0.20035274,0.000364996,13.69739388,5.90E-05,0.044259447,9.061299525,0.001575622,251.101668,0.000282673,430.9379401
1960.278434,0.003934628,0.003804392,0.489708152,0.021754831,1.94E-05,36.12842704,2.58E-05,44.66951219,3.22E-05,2.39282314,0.224651105,0.000409262,9.611516182,7.93E-05,0.031057031,9.344799461,0.001552296,199.641782,0.000224743,430.6906282
1960.303296,0.004338562,0.003943429,0.490632398,0.010301859,9.17E-06,34.4958655,2.46E-05,41.9427055,3.02E-05,2.238922575,0.208954115,0.000380665,8.758660987,8.86E-05,0.028301259,9.180426939,0.001591271,207.435726,0.000233517,430.4433164
1960.328159,0.0040148,0.004011213,0.493896833,0.01424247,1.27E-05,32.07037295,2.29E-05,39.69309263,2.86E-05,2.562482133,0.417156938,0.000759962,8.243739474,0.000111927,0.026637429,9.125126999,0.001306903,186.265226,0.000209684,430.1960046
1960.353022,0.004214715,0.004229586,0.482043691,0.011122914,9.90E-06,23.66579073,1.69E-05,29.99459004,2.16E-05,2.645710589,0.236015858,0.000429966,9.610572024,7.96E-05,0.031053981,9.038886941,0.001359763,138.268507,0.000155653,429.9486928
1960.377884,0.00381486,0.003867709,0.485512333,0.019448463,1.73E-05,25.47224223,1.82E-05,30.16194179,2.17E-05,2.587045334,0.18788003,0.000342273,7.907524831,7.59E-05,0.025551041,8.835078673,0.001368474,151.37892,0.000170412,429.7013809
1960.402747,0.004136159,0.004071638,0.469437303,0.015067088,1.34E-05,37.21381667,2.66E-05,43.58078743,3.14E-05,2.412142705,0.168298685,0.000306601,11.16113402,8.36E-05,0.036064205,8.973097239,0.001381752,185.515394,0.00020884,429.4540691
1960.42761,0.004358277,0.004173977,0.495856073,0.016603321,1.48E-05,37.19600089,2.66E-05,40.9597559,2.95E-05,2.631001905,0.180112156,0.000328122,10.91634773,7.55E-05,0.035273244,9.040215305,0.001485603,204.277556,0.000229961,429.2067573
1960.452472,0.004072112,0.00414748,0.483205365,0.015770415,1.40E-05,38.65094277,2.76E-05,44.72040298,3.22E-05,2.26951044,0.152774173,0.000278319,10.62632757,0.000132078,0.034336122,9.1244225,0.001550061,213.549133,0.000240399,428.9594454
1960.477335,0.003987655,0.004177825,0.536574744,0.021886684,1.95E-05,33.78244859,2.41E-05,40.60029507,2.93E-05,2.635368799,0.165317981,0.000301171,8.15303914,8.57E-05,0.026344355,9.018746426,0.00143381,173.170583,0.000194943,428.7121336
1960.502197,0.004239424,0.004176146,0.555226761,0.009327045,8.30E-06,35.33141996,2.52E-05,42.55406898,3.07E-05,2.325118814,0.171801815,0.000312983,10.75949795,8.92E-05,0.034766426,9.22326813,0.001573848,199.242176,0.000224293,428.4648218
1960.52706,0.004215321,0.004279052,0.526761696,0.012195465,1.09E-05,30.33209127,2.17E-05,40.91503105,2.95E-05,2.375374907,0.127417754,0.000232125,9.284720393,8.03E-05,0.030001079,9.174550669,0.001540181,177.106188,0.000199374,428.21751
1960.551923,0.004221251,0.004198682,0.549270895,0.008064055,7.18E-06,32.87679308,2.35E-05,44.34414393,3.20E-05,2.461621911,0.137639032,0.000250746,10.75297076,0.000102063,0.034745335,9.028934611,0.001444899,164.47769,0.000185157,427.9701981
1960.576785,0.004091323,0.004326954,0.551302634,0.022704513,2.02E-05,31.91816367,2.28E-05,36.87961172,2.66E-05,2.419431573,0.161136275,0.000293553,9.2548248,7.37E-05,0.029904479,9.11994797,0.001538719,153.372486,0.000172656,427.7228863
1960.601648,0.004703608,0.004663495,0.509023473,0.025933559,2.31E-05,34.56285623,2.47E-05,43.30930595,3.12E-05,2.033256366,0.147151113,0.000268075,15.52219548,9.69E-05,0.050155803,9.579198633,0.001770173,212.424424,0.000239133,427.4755745
1960.631221,0.005815402,0.005560129,0.619104695,0.019582504,1.74E-05,23.39010941,1.67E-05,28.30368507,2.04E-05,2.995144718,0.23742934,0.000432541,11.73370414,0.000100438,0.037914312,9.539092477,0.001477277,118.17385,0.000133032,427.2282627
1960.660795,0.005224342,0.005235383,0.580068352,0.022148336,1.97E-05,31.75157257,2.27E-05,35.78793638,2.58E-05,2.379818108,0.285128454,0.000519437,12.42752805,7.37E-05,0.040156217,9.402326125,0.001676146,155.72926,0.000175309,426.9809508
1960.690368,0.004857525,0.00475858,0.578060003,0.012521448,1.11E-05,40.19436446,2.87E-05,44.72266257,3.22E-05,2.352343226,0.207877467,0.000378704,13.45518604,9.91E-05,0.043476818,9.239280453,0.001615349,182.978782,0.000205985,426.733639
1960.719941,0.00434377,0.004389327,0.573053809,0.020830621,1.85E-05,33.4053746,2.39E-05,46.56060482,3.35E-05,2.232626668,0.33480553,0.000609937,13.97818746,9.50E-05,0.045166756,9.466501736,0.001654941,176.819465,0.000199051,426.4863272
1960.749515,0.004450582,0.004217156,0.569826629,0.022055434,1.96E-05,30.18228219,2.16E-05,36.82696274,2.65E-05,2.141747524,0.197804284,0.000360353,9.972213616,7.67E-05,0.032222528,9.307303994,0.001657113,148.715522,0.000167414,426.2390153
1960.779088,0.004189333,0.004003474,0.516599376,0.011119774,9.90E-06,28.99312077,2.07E-05,40.53474829,2.92E-05,2.579005484,0.240112253,0.000437428,12.8391668,4.77E-05,0.041486317,9.145490582,0.001437239,151.296857,0.000170319,425.9917035
1960.808662,0.003777218,0.003917092,0.48086346,0.015465054,1.38E-05,33.28441521,2.38E-05,46.37325339,3.34E-05,2.184496226,0.233664133,0.000425681,19.21798446,5.61E-05,0.062097752,9.182959025,0.001495435,206.571975,0.000232544,425.7457142
1960.838235,0.003718133,0.003918755,0.483258912,0.011578261,1.03E-05,29.25930077,2.09E-05,39.28844938,2.83E-05,2.382555899,0.233131305,0.000424711,18.22732709,5.88E-05,0.058896709,9.179517481,0.001441085,179.187489,0.000201717,425.4997249
1960.867808,0.003736031,0.003642648,0.38125741,0.00657532,5.85E-06,41.4036821,2.96E-05,54.6874006,3.94E-05,1.864602252,0.22739001,0.000414251,23.36566232,6.32E-05,0.075499858,9.129307091,0.001455985,225.22507,0.000253543,425.2537356
1960.897382,0.003790106,0.003927193,0.398818718,0.004481603,3.99E-06,80.46659787,5.75E-05,73.98251947,5.33E-05,1.959484689,0.360771923,0.000657242,34.36306623,0.000241525,0.111035014,9.287627796,0.001604957,316.995647,0.000356852,425.0077463
1960.926955,0.004047591,0.003783365,0.389439644,0.010711185,9.54E-06,56.68390541,4.05E-05,66.99054919,4.83E-05,2.002581868,0.21479153,0.0003913,29.66414427,0.000117364,0.09585171,9.202831902,0.001505597,264.817147,0.000298113,424.761757
1960.956529,0.00383341,0.003887602,0.398486877,0.008607484,7.66E-06,54.69216221,3.91E-05,66.56822942,4.80E-05,2.139031782,0.193871897,0.000353189,25.26508269,0.000179888,0.081637325,9.084964399,0.001495872,275.893853,0.000310582,424.5157677
1960.986102,0.003658141,0.003758663,0.36647352,0.010767267,9.59E-06,64.36787318,4.60E-05,79.39983766,5.72E-05,1.764916015,0.178833073,0.000325792,33.17879451,0.000137823,0.107208358,9.145576347,0.001530678,314.410979,0.000353942,424.2697784
1961.015675,0.003865298,0.003755379,0.363453423,0.009608678,8.56E-06,64.67077329,4.62E-05,67.38280601,4.86E-05,1.837205541,0.223593069,0.000407334,25.70843983,0.000146705,0.083069914,9.130627521,0.001404615,259.65729,0.000292304,424.0237891
1961.045249,0.004102596,0.004018826,0.437085121,0.012990215,1.16E-05,48.8457977,3.49E-05,50.23510565,3.62E-05,2.398495794,0.227142921,0.000413801,14.7240649,0.000165978,0.047576859,9.245112336,0.001544845,232.116999,0.000261301,423.7777998
1961.074822,0.004104478,0.004081446,0.456657351,0.015913413,1.42E-05,38.86540593,2.78E-05,49.1308782,3.54E-05,2.378055984,0.21962989,0.000400114,10.2055619,0.000137761,0.032976531,9.155443646,0.001510661,187.934087,0.000211563,423.5318105
1961.104396,0.004056572,0.004078744,0.454090733,0.012892463,1.15E-05,34.75149259,2.48E-05,43.59635256,3.14E-05,2.296443261,0.388569872,0.000707883,8.229470631,9.40E-05,0.026591323,9.134897461,0.001574351,175.600449,0.000197679,423.2858212
1961.139914,0.004411684,0.004066726,0.442394875,0.001554015,1.38E-06,38.58465335,2.76E-05,41.72251087,3.01E-05,2.376807772,0.287167499,0.000523152,7.754591824,0.000101221,0.025056879,9.243798294,0.001563821,186.281798,0.000209703,423.0398319
1961.175432,0.004315038,0.004372537,0.461741741,0.02067679,1.84E-05,38.61842258,2.76E-05,40.74002975,2.94E-05,2.680372743,0.24903073,0.000453676,9.489269017,0.00012482,0.030662023,9.16643115,0.001474315,174.87593,0.000196863,422.7938426
1961.21095,0.004251184,0.004224973,0.42690473,0.008876238,7.90E-06,47.79915627,3.41E-05,52.52980256,3.78E-05,2.500674135,0.312043894,0.000568471,11.99349033,0.000147875,0.038753741,9.359594934,0.00141083,201.612255,0.000226961,422.5478532
1961.246468,0.004617789,0.004740816,0.43042911,0.024030824,2.14E-05,48.7018757,3.48E-05,49.2083243,3.55E-05,2.661468458,0.501183887,0.00091304,16.88128872,0.000178721,0.054547348,8.957082215,0.001391607,180.626684,0.000203337,422.3018639
1961.281986,0.004254262,0.004505574,0.47348561,0.015589817,1.39E-05,46.87913534,3.35E-05,46.43586889,3.35E-05,2.679332971,0.254720854,0.000464042,12.32849474,0.000161812,0.039836217,9.096301805,0.001485236,174.798847,0.000196776,422.0558746
1961.317504,0.00450338,0.004491764,0.465680779,0.006549207,5.83E-06,41.76672258,2.98E-05,47.71496958,3.44E-05,2.46576341,0.188608752,0.000343601,9.829134838,0.000122966,0.031760208,9.182298899,0.001573077,177.808782,0.000200165,421.8098853
1961.353022,0.004172035,0.00432668,0.47292425,0.014280164,1.27E-05,38.68182033,2.76E-05,40.50616161,2.92E-05,2.334959417,0.144972538,0.000264106,9.864697638,8.93E-05,0.031875119,9.154397453,0.001503397,194.977836,0.000219492,421.563896
1961.38854,0.004306981,0.004523916,0.467036125,0.009113484,8.11E-06,37.99633404,2.71E-05,43.15042431,3.11E-05,2.368664418,0.180484308,0.0003288,13.16281456,0.000181665,0.042532098,9.297998188,0.001605488,188.909135,0.000212661,421.3179067
1961.424058,0.004674164,0.004638402,0.486366241,0.018658179,1.66E-05,28.54171642,2.04E-05,36.05222031,2.60E-05,2.604040678,0.228391197,0.000416075,10.40335597,0.000144506,0.033615649,9.184276167,0.001506682,156.269219,0.000175917,421.0719174
